covidence;author;year;country;location;latitude;longitude;climate;expe_t;mat;map;map_units;soil;type;ph;om;om_units;oc;oc_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec ;cec_units;N;N_units;N_types;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density;units_density;ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
1249;Waterlot;2013;France;Auby;;;Temperate oceanic;20;;;;KG4;Kitchen gardens;7.5;100;g kg-1;;;;225;g kg-1;255;g kg-1;;;18;cmol+ kg-1;;;;1.3;g P2O5 kg-1;Assimilated;;16.7;74.1;1122;1835;;;;;;;mg kg-1;6;Pseudo-total;Exchangeable, reducible, oxidisable, residual;Ryegrass;Lolium perenne;;;;58.0110485;;;;g FM;;2.38;6.84;2.69;312;;;;;;;mg kg-1;6;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;Waterlot;2013;France;Auby;;;Temperate oceanic;20;;;;KG11;Kitchen gardens;7.78;97.8;g kg-1;;;;225;g kg-1;255;g kg-1;;;18;cmol+ kg-1;;;;1.3;g P2O5 kg-1;Assimilated;;20.9;74.1;1122;2 587;;;;;;;mg kg-1;6;Pseudo-total;Exchangeable, reducible, oxidisable, residual;Ryegrass;Lolium perenne;;;;46.98894781;;;;g FM;;5.78;6.98;1.08;1025;;;;;;;mg kg-1;6;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;Waterlot;2013;France;Auby;;;Temperate oceanic;20;;;;L11;Lawns;7.3;95.6;g kg-1;;;;226;g kg-1;270;g kg-1;;;16.2;cmol+ kg-1;;;;0.5;g P2O5 kg-1;Assimilated;;16.7;74.1;1122;1835;;;;;;;mg kg-1;6;Pseudo-total;Exchangeable, reducible, oxidisable, residual;Ryegrass;Lolium perenne;;;;8.314915477;;;;g FM;;20.73;5.62;2.6;655.3;;;;;;;mg kg-1;6;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;Waterlot;2013;France;Auby;;;Temperate oceanic;20;;;;Ref;Agricultural soil;6.9;;;11.3;g kg-1;Loamy;;;;;;;9.6;cmol+ kg-1;;;;0.34;g kg-1;Available;;0.6;17.8;33;73;;;;;;;mg kg-1;6;Pseudo-total;Exchangeable, reducible, oxidisable, residual;Lettuce;Lactuca sativa;;;;49.58678051;;;;g FM;;1.59;1.42;0.88;17.3;;;;;;;mg kg-1;6;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;Waterlot;2013;France;Auby;;;Temperate oceanic;20;;;;KG1;Kitchen gardens;7.06;72.5;g kg-1;;;;225;g kg-1;255;g kg-1;;;18;cmol+ kg-1;;;;1.3;g P2O5 kg-1;Assimilated;;25.4;74.1;1122;1835;;;;;;;mg kg-1;6;Pseudo-total;Exchangeable, reducible, oxidisable, residual;Lettuce;Lactuca sativa;;;;72.39670143;;;;g FM;;14.98;8.15;3.64;83.3;;;;;;;mg kg-1;6;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;Waterlot;2013;France;Auby;;;Temperate oceanic;20;;;;KG11;Kitchen gardens;7.78;97.8;g kg-1;;;;225;g kg-1;255;g kg-1;;;18;cmol+ kg-1;;;;1.3;g P2O5 kg-1;Assimilated;;20.9;74.1;1122;2 587;;;;;;;mg kg-1;6;Pseudo-total;Exchangeable, reducible, oxidisable, residual;Lettuce;Lactuca sativa;;;;69.17356259;;;;g FM;;23.77;8.87;1.98;86.4;;;;;;;mg kg-1;6;Leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;1;;8.64;;;;;;;;;;;;;;;;;;;;189;;1561;1053;1683;;;;;;;mg kg-1;6;Pseudo-total;;Prickly juniper;Juniperus oxycedrus;;;;;;;;;2.3;;16.4;3.4;15.5;;;;;;;mg kg-1;6;Foliage;;;;;;;;;;;;;;;0;;10.2;4.1;10.1;;;;;;;mg kg-1;6;Twig;0;;9.1;1.2;12;;;;;;;mg kg-1;6;Berry;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;1;;8.64;;;;;;;;;;;;;;;;;;;;189;;1561;1053;1683;;;;;;;mg kg-1;6;Pseudo-total;;Common myrtle;Myrtus communis;;;;;;;;;5.8;;10;5.7;43.7;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;2.4;;12.1;2.38;19.2;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;2;;8.05;;;;;;;;;;;;;;;;;;;;491;;5865;2292;2480;;;;;;;mg kg-1;6;Pseudo-total;;Common boxwood;Buxus sempervirens;;;;;;;;;2.78;;5.48;2.74;11.1;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;2.04;;31.8;13.7;51;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;2;;8.05;;;;;;;;;;;;;;;;;;;;491;;5865;2292;2480;;;;;;;mg kg-1;6;Pseudo-total;;Bay laurel;Laurus nobilis;;;;;;;;;5.1;;67.5;4.3;27.3;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;4.7;;170;8.4;29.2;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;3;;8.72;;;;;;;;;;;;;;;;;;;;1304;;7765;392;1259;;;;;;;mg kg-1;6;Pseudo-total;;Common boxwood;Buxus sempervirens;;;;;;;;;4.39;;29;3.1;13.2;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;11.6;;210;65.1;14.4;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;3;;8.72;;;;;;;;;;;;;;;;;;;;1304;;7765;392;1259;;;;;;;mg kg-1;6;Pseudo-total;;Prickly juniper;Juniperus oxycedrus;;;;;;;;;2.1;;5.04;0.65;25.25;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;0;;3.88;0.78;10.6;;;;;;;mg kg-1;6;Twig;;;3.77;0.36;13.8;;;;;;;mg kg-1;6;Berry;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;4;;8.46;;;;;;;;;;;;;;;;;;;;224;;1664;625;630;;;;;;;mg kg-1;6;Pseudo-total;;Common boxwood;Buxus sempervirens;;;;;;;;;0;;2.93;1.35;8.63;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;0;;11;8.32;32.1;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;4;;8.46;;;;;;;;;;;;;;;;;;;;224;;1664;625;630;;;;;;;mg kg-1;6;Pseudo-total;;Common myrtle;Myrtus communis;;;;;;;;;0;;4.7;0.64;48.3;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;0;;7.81;0;48.3;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;C;;7.98;;;;;;;;;;;;;;;;;;;;0;;5.12;8.66;31.6;;;;;;;mg kg-1;6;Pseudo-total;;Common boxwood;Buxus sempervirens;;;;;;;;;0;;4.25;1.4;11.5;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;0;;6.02;3.84;25.6;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;C;;7.98;;;;;;;;;;;;;;;;;;;;0;;5.12;8.66;31.6;;;;;;;mg kg-1;6;Pseudo-total;;Prickly juniper;Juniperus oxycedrus;;;;;;;;;0;;3.12;1.32;119;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;0;;2.95;0.94;27.3;;;;;;;mg kg-1;6;Twig;0;;2.6;0.75;10.7;;;;;;;mg kg-1;6;Berry;;;;;;;;;;;;;;;
1225;Wilson;2009;France;Aude;;;Mediterranean;;;;;C;;7.98;;;;;;;;;;;;;;;;;;;;0;;5.12;8.66;31.6;;;;;;;mg kg-1;6;Pseudo-total;;Common myrtle;Myrtus communis;;;;;;;;;0;;3.76;1.11;19.8;;;;;;;mg kg-1;6;Leaf;;;;;;;;;;;;;;;0;;4.11;0.51;16.71;;;;;;;mg kg-1;6;Twig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Wilson;2007;United Kingdom;Keswick;;;Temperate maritime;;;2000;mm;Carrock Fell;Tungsten mine;4.7;;;;;;;;;;;;;;;;;;;;4227;;814;156;1601;;;;;;;mg kg;6;Pseudo Total;EDTA;Ling;Calluna vulgaris;;;;;;;;;156;;75;11.91;380;;;;;;;mg kg;6;Foliage;;;;;;;;;;;;;;;80.9;;88.4;11.8;299;;;;;;;mg kg;6;Woody;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Wilson;2007;United Kingdom;Tamar valley;;;Temperate maritime;;;;;Devon GC;Copper mine;4.21;;;;;;;;;;;;;;;;;;;;21370;;40003;377;56.6;;;;;;;mg kg;6;Pseudo Total;EDTA;Ling;Calluna vulgaris;;;;;;;;;21;;172;23.5;41.9;;;;;;;mg kg;6;Foliage;;;;;;;;;;;;;;;4.3;;48;3.3;26.6;;;;;;;mg kg;6;Woody;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Wilson;2007;United Kingdom;Anglesey;;;Temperate coastal;;;;;Parys Mountain;Copper mine;3.01;;;;;;;;;;;;;;;;;;;;0;;3344;4067;1063;;;;;;;mg kg;6;Pseudo Total;EDTA;Ling;Calluna vulgaris;;;;;;;;;0;;21.5;26.5;27.3;;;;;;;mg kg;6;Foliage;;;;;;;;;;;;;;;0;;49.81;164;44.1;;;;;;;mg kg;6;Woody;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Wilson;2007;Canada;Vancouver;;;Temperate oceanic;;;;;Britannia Mine;Copper mine;5.4;;;;;;;;;;;;;;;;;;;;0;;1120;47.4;5.57;;;;;;;mg kg;6;Pseudo Total;EDTA;Red Alder;Alnus rubra;;;;;;;;;0;;15.4;0;101;;;;;;;mg kg;6;Foliage;;;;;;;;;;;;;;;0;;8.52;0;78.5;;;;;;;mg kg;6;Bark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Wilson;2007;United States;Trumbull;;;Humid continental;;;;;Trumbull Old Mine;Tungsten mine;6.68;;;;;;;;;;;;;;;;;;;;0;;804;5.7;791;;;;;;;mg kg;6;Pseudo Total;EDTA;Christmas Fern;Polystichum acrostichoides;;;;;;;;;0;;36.1;0;447;;;;;;;mg kg;6;Foliage;;;;;;;;;;;;;;;0;;12.6;0.87;97;;;;;;;mg kg;6;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Wilson;2007;Cyprus;Polis;;;Mediterranean;;;;;Limini Mine;Copper mine;7.46;;;;;;;;;;;;;;;;;;;;0;;198;10.1;9.4;;;;;;;mg kg;6;Pseudo Total;EDTA;Olive;Olea europea;;;;;;;;;0;;5.82;0.4;9.83;;;;;;;mg kg;6;Foliage;;;;;;;;;;;;;;;0;;4.43;0.21;15.3;;;;;;;mg kg;6;Woody;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2129;Wrobel;2011;Poland;Wroclaw;;;Humid continental;;;;;0 Cu;Haplic luvisols;5.4;;;0.8;%;Loamy sand;;;;;;;;;;;;;;;;;5.5;;;;;;;;;mg kg-1;5;Available;;White mustard;Sinapis alba;;;;106.2;;;;g pot-1;;;4.873945889;;;;;;;;;mg kg-1;4;Aerial part;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2129;Wrobel;2011;Poland;Wroclaw;;;Humid continental;;;;;75 Cu;Haplic luvisols;5.4;;;0.8;%;Loamy sand;;;;;;;;;;;;;;;;;71.4;;;;;;;;;mg kg-1;5;Available;;White mustard;Sinapis alba;;;;70.5;;;;g pot-1;;;14.95797983;;;;;;;;;mg kg-1;4;Aerial part;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2129;Wrobel;2011;Poland;Wroclaw;;;Humid continental;;;;;150 Cu;Haplic luvisols;5.4;;;0.8;%;Loamy sand;;;;;;;;;;;;;;;;;125;;;;;;;;;mg kg-1;5;Available;;White mustard;Sinapis alba;;;;8.8;;;;g pot-1;;;43.19327998;;;;;;;;;mg kg-1;4;Aerial part;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Giant miscanthus;Miscanthus floridulus ;;;;;;;;;;0.18;5.56;1.26;18.28;;1.42;;;1.99;;mg kg;5;Shoot;;0.29;21.96;6.01;22.67;;10.25;;;20.34;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;False nettle;Boehmeria clidemioides;var.diffusa ;;;;;;;;;0.18;6.04;1.61;25.84;;3.25;;;0.85;;mg kg;5;Shoot;;0.45;14.3;1.93;13.55;;4.87;;;2.43;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Canadian fleabane;Conyza canadensis;;;;;;;;;;3.81;12.92;2.08;27.49;;8.38;;;1.95;;mg kg;5;Shoot;;3.79;66.21;8.36;26.35;;15.13;;;17.56;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Setchuan raspberry;Rubus setchuenensis;;;;;;;;;;1.74;6.24;1.72;21.96;;13.17;;;1.07;;mg kg;5;Shoot;;2.25;19.29;2.04;14.5;;33.98;;;1.54;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Sword fern;Cyclosorus acuminatus;;;;;;;;;;0.15;4.55;6.42;27.61;;1.97;;;1.62;;mg kg;5;Shoot;;0.14;10.43;3.03;11.55;;4.04;;;2.94;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Pinkhead knotweed;Polygonum capitatum;;;;;;;;;;0.57;10.83;2.66;26.44;;7.71;;;2.29;;mg kg;5;Shoot;;0.15;10.84;1.97;7.29;;5.79;;;3.89;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Tikoua fig;Ficus tikoua;;;;;;;;;;1.03;6.1;2.93;18.56;;4.06;;;1.02;;mg kg;5;Shoot;;0.63;28.05;6.37;17.07;;23.9;;;8.73;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;A;Mine tailings;4.05;31.75;g kg;1.7;%;Sandy;8.4;%;75.6;%;;;12.25;cmol/kg;0.84;g kg;Total;0.73;g kg;Total;;0.56;179.68;47.06;101.66;;53.84;;;389.05;;mg kg;5;Total;;Indian chrysanthemum;Chrysanthemum indicum;;;;;;;;;;2.69;18.37;5.2;43.02;;3.99;;;6.03;;mg kg;5;Shoot;;2.09;62.49;6.75;30.94;;9.35;;;11.38;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Giant miscanthus;Miscanthus floridulus;;;;;;;;;;0.24;7.24;2.21;24.25;;2.11;;;2.38;;mg kg;5;Shoot;;0.51;25.92;7.78;18.53;;11.41;;;25.82;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Small carpetgrass;Arthraxon hispidus;;;;;;;;;;0.64;5.92;2.99;34.09;;1.62;;;1.67;;mg kg;5;Shoot;;2.6;25.2;6.62;43.17;;10.02;;;12.38;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Tikoua fig;Ficus tikoua;;;;;;;;;;1.68;7.67;2.63;19.7;;6.03;;;1.32;;mg kg;5;Shoot;;0.49;18.41;4.41;11.32;;8.78;;;4.84;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Hairy gonostegia;Gonostegia hirta;;;;;;;;;;0.19;8.33;1.78;34.04;;2.02;;;1.03;;mg kg;5;Shoot;;0.67;9.84;6.7;38.05;;3.18;;;2.59;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Peacock spikemoss;Selaginella uncinata;;;;;;;;;;0.11;4.89;1.69;21.55;;0.74;;;1.08;;mg kg;5;Shoot;;0.73;19.34;3.7;26.68;;3.84;;;6.01;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Ramie;Boehmeria nivea;;;;;;;;;;0.11;6.38;1.38;25.75;;2.39;;;0.66;;mg kg;5;Shoot;;0.27;7.2;2.79;40.68;;2.37;;;2.17;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Canadian fleabane;Conyza canadensis;;;;;;;;;;1.76;15.54;2.16;35.43;;2.59;;;1.52;;mg kg;5;Shoot;;2.06;33.07;3.6;25.8;;3.43;;;2.83;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Pinkhead knotweed;Polygonum capitatum;;;;;;;;;;0.81;7.56;2.58;29.32;;5.56;;;0.95;;mg kg;5;Shoot;;0.83;23.69;10.75;34.89;;12.54;;;14.13;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Asian raspberry;Rubus corchorifolius;;;;;;;;;;0.54;7.81;2.23;26.37;;5.78;;;1.13;;mg kg;5;Shoot;;0.54;15.09;4.4;38.04;;5.69;;;2.72;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Creeping wood sorrel;Oxalis corniculata;;;;;;;;;;0.16;8.79;0.81;27.42;;2.23;;;0.56;;mg kg;5;Shoot;;0.62;18.72;2.77;26.86;;9.37;;;5.67;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Indian chrysanthemum;Chrysanthemum indicum;;;;;;;;;;0.9;17.53;3.15;26.44;;2.5;;;2.93;;mg kg;5;Shoot;;1.05;40.71;7.63;18.14;;8.9;;;17.9;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Wild strawberry;Fragaria vesca;;;;;;;;;;0.24;7.7;2.62;46.92;;2.65;;;2.08;;mg kg;5;Shoot;;0.65;13.65;5.52;42.07;;3.69;;;3.6;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Wu;2021;China;Xingwen;;;Subtropical humid monsoon;;17.6;1344.9;mm;B;Mine tailings;6.22;62.35;g kg;5.24;%;Sandy;9.8;%;75.4;%;;;11.77;cmol/kg;2.35;g kg;Total;0.87;g kg;Total;;1.28;119.31;41.54;107.23;;56.87;;;279.68;;mg kg;5;Total;;Fortune's water fern;Microsorium fortunei;;;;;;;;;;0.21;4.54;1.4;18.75;;1.94;;;0.4;;mg kg;5;Shoot;;0.36;6.3;3.1;18.46;;2.67;;;2.69;;mg kg;5;root;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
